tmdb_id,original_title,popularity,vote_average,vote_count,imdb_id,title,genres,runtime,overview,movie_id,rating,year,movie_genres
329,Jurassic Park,8.863776,7.6,4956,tt0107290,Jurassic Park,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",127,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",jurassic+park+1993,3.9361702127659575,1993,Adventure_Science Fiction
9433,The Edge,15.174973,6.8,359,tt0119051,The Edge,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",117,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",the+edge+1997,5.0,1997,Action_Adventure_Drama
598,Cidade de Deus,14.95927,8.2,1852,tt0317248,City of God,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",130,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.",city+of+god+2002,4.0,2002,Drama_Crime
637,La vita è bella,39.39497,8.3,3643,tt0118799,Life Is Beautiful,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",116,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,life+is+beautiful+1997,4.0,1997,Comedy_Drama
11310,City Slickers II: The Legend of Curly's Gold,8.605703,4.9,103,tt0109439,City Slickers II: The Legend of Curly's Gold,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",116,"On Mitch Robbins 40th birthday begins quite well until he returns home and finds his brother Glen, the black sheep of the family, in his sofa. Nevertheless he is about to have a wonderful birthday-night with his wife when he discovers a treasure map of Curly by chance. Together with Phil and unfortunately with Glen he tries to find the hidden gold of Curly's father in the desert of Arizona.",city+slickers+ii+the+legend+of+curlys+gold+1994,3.0,1994,Action_Comedy_Drama_Western
122,The Lord of the Rings: The Return of the King,29.324358,8.1,8226,tt0167260,The Lord of the Rings: The Return of the King,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",201,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",the+lord+of+the+rings+the+return+of+the+king+2003,4.388888888888889,2003,Adventure_Fantasy_Action
680,Pulp Fiction,140.950236,8.3,8670,tt0110912,Pulp Fiction,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",154,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",pulp+fiction+1994,3.824561403508772,1994,Thriller_Crime
408,Snow White and the Seven Dwarfs,16.263878,6.9,1973,tt0029583,Snow White and the Seven Dwarfs,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",83,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",snow+white+and+the+seven+dwarfs+1937,3.5454545454545454,1937,Fantasy_Animation_Family
1411,The Rapture,8.319631,6.4,15,tt0102757,The Rapture,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",100,"A lonely telephone operator leading an empty, amoral life finds God — only to have her faith continually tested in ways beyond what she could ever have imagined.",the+rapture+1991,3.0,1991,Mystery_Drama
193,Star Trek: Generations,8.105708,6.4,461,tt0111280,Star Trek: Generations,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",118,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,star+trek+generations+1994,3.142857142857143,1994,Science Fiction_Action_Adventure_Thriller
713,The Piano,7.436758,7.1,290,tt0107822,The Piano,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",121,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",the+piano+1993,3.466666666666667,1993,Drama_Romance
66,Absolute Power,7.66124,6.4,226,tt0118548,Absolute Power,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",121,A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.,absolute+power+1997,3.0,1997,Crime_Drama_Thriller
423,The Pianist,14.811594,8.1,1927,tt0253474,The Pianist,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",150,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,the+pianist+2002,3.875,2002,Drama_War
9064,Hellbound: Hellraiser II,8.541732,6.3,227,tt0095294,Hellbound: Hellraiser II,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",97,"Doctor Channard is sent a new patient, a girl warning of the terrible creatures that have destroyed her family, Cenobites who offer the most intense sensations of pleasure and pain. But Channard has been searching for the doorway to Hell for years, and Kirsty must follow him to save her father and witness the power struggles among the newly damned.",hellbound+hellraiser+ii+1988,3.0,1988,Horror_Thriller
14271,Beyond the Mat,2.691433,7.8,17,tt0218043,Beyond the Mat,"[{'id': 99, 'name': 'Documentary'}]",102,"Beyond the Mat is a 1999 professional wrestling documentary, directed by Barry W. Blaustein. The movie focuses on the lives of professional wrestlers outside of the ring, especially Mick Foley, Terry Funk, and Jake Roberts. The film heavily focuses on the World Wrestling Federation (WWF), often criticizing it and its chairman Vince McMahon. It also follows Extreme Championship Wrestling, it's rise in popularity, and many other independent wrestlers and organizations.",beyond+the+mat+1999,5.0,1999,Documentary
115,The Big Lebowski,15.952524,7.8,3001,tt0118715,The Big Lebowski,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",117,"Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",the+big+lebowski+1998,4.0,1998,Comedy_Crime
2925,The First Wives Club,10.177303,6.5,172,tt0116313,The First Wives Club,"[{'id': 35, 'name': 'Comedy'}]",102,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",the+first+wives+club+1996,3.625,1996,Comedy
12145,Fierce Creatures,11.036729,6.0,95,tt0119115,Fierce Creatures,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",93,"Ex-policeman Rollo Lee is sent to run Marwood Zoo, the newly acquired business of a New Zealand tycoon. In order to meet high profit targets and keep the zoo open, Rollo enforces a new 'fierce creatures' policy, whereby only the most impressive and dangerous animals are allowed to remain in the zoo. However, the keepers are less enthusiastic about complying with these demands.",fierce+creatures+1997,3.5,1997,Comedy_Romance
280,Terminator 2: Judgment Day,22.661695,7.7,4274,tt0103064,Terminator 2: Judgment Day,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",137,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",terminator+2+judgment+day+1991,3.9523809523809526,1991,Action_Thriller_Science Fiction
306,Beverly Hills Cop III,11.787784,5.5,445,tt0109254,Beverly Hills Cop III,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",104,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.",beverly+hills+cop+iii+1994,3.3125,1994,Action_Comedy_Crime
11593,Nobody's Fool,2.891269,7.0,56,tt0110684,Nobody's Fool,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",110,"Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, Carl, and flirts with Carl's young wife Toby. Sully's long- forgotten son and family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life.",nobodys+fool+1994,3.6,1994,Drama_Comedy
13997,Black Sheep,8.963037,6.0,124,tt0115697,Black Sheep,"[{'id': 35, 'name': 'Comedy'}]",87,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",black+sheep+1996,2.8333333333333335,1996,Comedy
10510,Miracle on 34th Street,5.831622,6.4,199,tt0110527,Miracle on 34th Street,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",114,"A little girl discovers dreams can come true if you really believe. Six-year-old Susan Walker has doubts about childhood's most enduring miracle - Santa Claus. Her mother told her the 'secret' about Santa a long time ago. But after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all something to believe in.",miracle+on+34th+street+1994,4.125,1994,Fantasy_Drama_Family
10714,The Jungle Book,10.714235,5.9,107,tt0110213,The Jungle Book,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",111,"Raised by wild animals since childhood, Mowgli is drawn away from the jungle by the beautiful Kitty. But Mowgli must eventually face corrupt Capt. Boone, who wants both Kitty's hand and the treasures of Monkey City – a place only Mowgli can find.",the+jungle+book+1994,3.6923076923076925,1994,Adventure_Drama_Family
9434,Grosse Pointe Blank,7.556814,6.9,278,tt0119229,Grosse Pointe Blank,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",107,"Martin Blank is a freelance hitman who starts to develop a conscience, which causes him to muff a couple of routine assignments. On the advice of his secretary and his psychiatrist, he attends his 10th year High School reunion in Grosse Pointe, Michigan.",grosse+pointe+blank+1997,3.875,1997,Action_Comedy_Thriller_Romance
31504,Little Big League,1.960563,6.0,20,tt0110363,Little Big League,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",119,"The Chairman of the Minnesota Twins passes away and in his will, leaves his grandson, Billy Heywood, ownership of the team. Billy appoints himself the new manager. But will the proud, arrogant arrogant players of the team, be willing to take orders and tactics from a 12 year old boy?",little+big+league+1994,3.0,1994,Comedy_Family
30141,The Singing Detective,12.650143,5.9,41,tt0314676,The Singing Detective,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",109,"From his hospital bed, a writer suffering from a skin disease hallucinates musical numbers and paranoid plots.",the+singing+detective+2003,4.0,2003,Comedy_Music_Mystery_Crime
2770,American Pie 2,10.25103,6.0,1375,tt0252866,American Pie 2,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",108,"The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...",american+pie+2+2001,2.75,2001,Comedy_Romance
2756,The Abyss,9.809585,7.1,822,tt0096754,The Abyss,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",139,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",the+abyss+1989,3.857142857142857,1989,Adventure_Action_Thriller_Science Fiction
6950,Outbreak,13.676444,6.4,522,tt0114069,Outbreak,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",127,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",outbreak+1995,3.3793103448275863,1995,Action_Drama_Science Fiction_Thriller
62,2001: A Space Odyssey,22.494622,7.9,3075,tt0062622,2001: A Space Odyssey,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",149,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",2001+a+space+odyssey+1968,4.545454545454546,1968,Science Fiction_Mystery_Adventure
1103,Escape from New York,10.124544,6.9,720,tt0082340,Escape from New York,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",99,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",escape+from+new+york+1981,2.8,1981,Science Fiction_Action
9479,The Nightmare Before Christmas,17.730913,7.6,2135,tt0107688,The Nightmare Before Christmas,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",76,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",the+nightmare+before+christmas+1993,3.923076923076923,1993,Fantasy_Animation_Family
11360,Dumbo,14.655879,6.8,1206,tt0033563,Dumbo,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",64,Dumbo is a baby elephant born with oversized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy -- Timothy the Mouse -- the pint-sized pachyderm learns to surmount all obstacles.,dumbo+1941,3.5,1941,Animation_Family
278,The Shawshank Redemption,51.645403,8.5,8358,tt0111161,The Shawshank Redemption,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",142,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",the+shawshank+redemption+1994,4.526315789473684,1994,Drama_Crime
583,Life of Brian,10.714173,7.7,1230,tt0079470,Life of Brian,"[{'id': 35, 'name': 'Comedy'}]",94,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",life+of+brian+1979,4.0,1979,Comedy
597,Titanic,26.88907,7.5,7770,tt0120338,Titanic,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",194,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",titanic+1997,3.5,1997,Drama_Romance_Thriller
18172,All the Right Moves,7.108331,5.5,78,tt0085154,All the Right Moves,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",91,"Sensitive study of a headstrong high school football star who dreams of getting out of his small Western Pennsylvania steel town with a football scholarship. His equally ambitious coach aims at a college position, resulting in a clash which could crush the player's dreams",all+the+right+moves+1983,3.0,1983,Romance_Drama
949,Heat,17.924927,7.7,1886,tt0113277,Heat,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",170,"Obsessive master thief, Neil McCauley leads a top-notch crew on various insane heists throughout Los Angeles while a mentally unstable detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.",heat+1995,3.5294117647058822,1995,Action_Crime_Drama_Thriller
121,The Lord of the Rings: The Two Towers,29.423537,8.0,7641,tt0167261,The Lord of the Rings: The Two Towers,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",179,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",the+lord+of+the+rings+the+two+towers+2002,4.434782608695652,2002,Adventure_Fantasy_Action
6278,Reign of Fire,13.067306,6.0,684,tt0253556,Reign of Fire,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",101,"In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive.",reign+of+fire+2002,4.0,2002,Adventure_Action_Fantasy
530,A Grand Day Out,7.617298,7.4,199,tt0104361,A Grand Day Out,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",23,"Wallace and Gromit have run out of cheese and this provides an excellent excuse for the animated duo to take their holiday on the moon, where, as everyone knows, there is ample cheese. The moon is inhabited by a mechanical caretaker, who is not too happy about the two visitors from earth that nibble on the moon.",a+grand+day+out+1990,3.8333333333333335,1990,Adventure_Animation_Comedy_Science Fiction_Family
